symbol,open,high,low,close,volume,timestamp,latency_ms,source,tick_index,interval
NIFTY,22775.373011294414,22847.477621606035,22769.21253418414,22841.84503113199,2201,2026-01-15 11:14:54 IST,347,TradingView (REAL-TIME),1347,2s
BANKNIFTY,27852.520135943745,27883.460831498465,27851.214282014105,27880.58362485386,5272,2026-01-15 11:14:54 IST,25,TradingView (REAL-TIME),1348,2s
NIFTY,22841.84503113199,22868.2709530747,22836.74085272994,22859.320810288074,3831,2026-01-15 11:14:56 IST,148,TradingView (REAL-TIME),1349,2s
BANKNIFTY,27880.58362485386,27889.971734326613,27808.394102701517,27814.77117235445,7789,2026-01-15 11:14:56 IST,409,TradingView (REAL-TIME),1350,2s
NIFTY,22859.320810288074,22934.493793288497,22852.063617188927,22926.3035741199,4173,2026-01-15 11:14:58 IST,312,TradingView (REAL-TIME),1351,2s
BANKNIFTY,27814.77117235445,27904.14927949367,27813.036726218437,27897.87006680595,8356,2026-01-15 11:14:58 IST,73,TradingView (REAL-TIME),1352,2s
NIFTY,22926.3035741199,22927.550684474405,22864.619759746554,22870.670110271316,6426,2026-01-15 11:15:00 IST,109,TradingView (REAL-TIME),1353,2s
BANKNIFTY,27897.87006680595,27952.79420904606,27891.88599951053,27951.51788789988,3781,2026-01-15 11:15:00 IST,405,TradingView (REAL-TIME),1354,2s
NIFTY,22870.670110271316,22946.660789984508,22861.740338932424,22938.796789647662,1493,2026-01-15 11:15:02 IST,208,TradingView (REAL-TIME),1355,2s
BANKNIFTY,27951.51788789988,27958.00358602223,27866.214622019223,27874.580182625174,5834,2026-01-15 11:15:02 IST,56,TradingView (REAL-TIME),1356,2s
NIFTY,22938.796789647662,22997.980241698468,22931.342283911712,22993.90464407873,4732,2026-01-15 11:15:04 IST,303,TradingView (REAL-TIME),1357,2s
BANKNIFTY,27874.580182625174,27876.12001150703,27840.709977660576,27843.456075474125,7849,2026-01-15 11:15:04 IST,357,TradingView (REAL-TIME),1358,2s
NIFTY,22993.90464407873,23067.116507307066,22986.344802218573,23059.26571552937,2919,2026-01-15 11:15:06 IST,293,TradingView (REAL-TIME),1359,2s
BANKNIFTY,27843.456075474125,27852.505993662977,27825.302258001848,27827.32455641004,6405,2026-01-15 11:15:06 IST,281,TradingView (REAL-TIME),1360,2s
NIFTY,23059.26571552937,23067.437667247807,23045.194233142785,23047.701703510942,6427,2026-01-15 11:15:08 IST,103,TradingView (REAL-TIME),1361,2s
BANKNIFTY,27827.32455641004,27831.074425113857,27760.490539638504,27764.225397808583,1726,2026-01-15 11:15:08 IST,11,TradingView (REAL-TIME),1362,2s
NIFTY,23047.701703510942,23054.82428724957,23021.81508187308,23022.58548711001,5342,2026-01-15 11:15:10 IST,256,TradingView (REAL-TIME),1363,2s
BANKNIFTY,27764.225397808583,27824.52817608444,27754.753167784103,27822.349725711716,6256,2026-01-15 11:15:10 IST,452,TradingView (REAL-TIME),1364,2s
NIFTY,23022.58548711001,23031.953871557085,23017.796700580897,23023.002823906892,7208,2026-01-15 11:15:12 IST,472,TradingView (REAL-TIME),1365,2s
BANKNIFTY,27822.349725711716,27831.90392661302,27819.55684507104,27819.845413192652,4044,2026-01-15 11:15:12 IST,224,TradingView (REAL-TIME),1366,2s
NIFTY,23023.002823906892,23024.114180137003,22989.670677418835,22994.79789173495,7417,2026-01-15 11:15:14 IST,39,TradingView (REAL-TIME),1367,2s
BANKNIFTY,27819.845413192652,27897.48108345587,27813.448726854578,27893.447444996145,8890,2026-01-15 11:15:14 IST,363,TradingView (REAL-TIME),1368,2s
NIFTY,22994.79789173495,23017.36669574147,22990.956689506853,23007.496307716563,4600,2026-01-15 11:15:16 IST,341,TradingView (REAL-TIME),1369,2s
BANKNIFTY,27893.447444996145,27897.124997894545,27834.783058671914,27842.81919134759,7642,2026-01-15 11:15:17 IST,329,TradingView (REAL-TIME),1370,2s
NIFTY,23007.496307716563,23017.726868498103,23000.56631050454,23016.76851294274,8149,2026-01-15 11:15:19 IST,146,TradingView (REAL-TIME),1371,2s
BANKNIFTY,27842.81919134759,27848.258736442556,27814.98265627431,27821.248733308235,8024,2026-01-15 11:15:19 IST,454,TradingView (REAL-TIME),1372,2s
NIFTY,23016.76851294274,23026.5586980444,22947.299541358454,22953.161700628956,7854,2026-01-15 11:15:21 IST,403,TradingView (REAL-TIME),1373,2s
BANKNIFTY,27821.248733308235,27846.009924328362,27820.184471285258,27843.76738210195,9442,2026-01-15 11:15:21 IST,124,TradingView (REAL-TIME),1374,2s
NIFTY,22953.161700628956,22959.64997915128,22951.37973055766,22957.558345500172,5870,2026-01-15 11:15:23 IST,307,TradingView (REAL-TIME),1375,2s
BANKNIFTY,27843.76738210195,27888.902031223846,27840.836648387518,27879.38246524465,3031,2026-01-15 11:15:23 IST,136,TradingView (REAL-TIME),1376,2s
NIFTY,22957.558345500172,23024.296563209828,22956.568652882896,23015.331064621627,1058,2026-01-15 11:15:25 IST,399,TradingView (REAL-TIME),1377,2s
BANKNIFTY,27879.38246524465,27888.13085133117,27877.4981743687,27887.06951648586,5566,2026-01-15 11:15:25 IST,50,TradingView (REAL-TIME),1378,2s
NIFTY,23015.331064621627,23023.952224513454,22984.32222930088,22985.37814869847,1388,2026-01-15 11:15:27 IST,331,TradingView (REAL-TIME),1379,2s
BANKNIFTY,27887.06951648586,27902.980715861093,27878.346845708555,27897.19221709502,3121,2026-01-15 11:15:27 IST,294,TradingView (REAL-TIME),1380,2s
NIFTY,22985.37814869847,23045.061553896267,22976.051134211553,23042.829918766776,6352,2026-01-15 11:15:29 IST,28,TradingView (REAL-TIME),1381,2s
BANKNIFTY,27897.19221709502,27976.99213438021,27895.422865304216,27973.602234483846,3628,2026-01-15 11:15:29 IST,292,TradingView (REAL-TIME),1382,2s
NIFTY,23042.829918766776,23057.31530370861,23040.14913198861,23055.027735424053,5274,2026-01-15 11:15:31 IST,135,TradingView (REAL-TIME),1383,2s
BANKNIFTY,27973.602234483846,27982.747113863294,27899.584775327574,27907.585484772397,7056,2026-01-15 11:15:31 IST,74,TradingView (REAL-TIME),1384,2s
NIFTY,23055.027735424053,23055.626966245956,23037.778811886354,23045.418214433437,1126,2026-01-15 11:15:33 IST,492,TradingView (REAL-TIME),1385,2s
BANKNIFTY,27907.585484772397,27969.678131059496,27904.08217544865,27968.677326840327,8222,2026-01-15 11:15:33 IST,205,TradingView (REAL-TIME),1386,2s
NIFTY,23045.418214433437,23118.14298867531,23044.732165802885,23112.21290082282,4757,2026-01-15 11:15:35 IST,349,TradingView (REAL-TIME),1387,2s
BANKNIFTY,27968.677326840327,28052.377110842044,27962.72779422749,28051.196251213718,5498,2026-01-15 11:15:35 IST,383,TradingView (REAL-TIME),1388,2s
NIFTY,23112.21290082282,23129.840399061057,23105.200865011473,23129.295303631985,2043,2026-01-15 11:15:37 IST,369,TradingView (REAL-TIME),1389,2s
BANKNIFTY,28051.196251213718,28057.64276406836,28030.715735515318,28032.94932888988,8543,2026-01-15 11:15:37 IST,124,TradingView (REAL-TIME),1390,2s
NIFTY,23129.295303631985,23136.596601626108,23115.28023196196,23118.65091876952,7807,2026-01-15 11:15:39 IST,471,TradingView (REAL-TIME),1391,2s
BANKNIFTY,28032.94932888988,28111.524342314828,28030.539810904767,28105.11141120916,1146,2026-01-15 11:15:39 IST,347,TradingView (REAL-TIME),1392,2s
NIFTY,23118.65091876952,23123.381761671524,23110.09382551875,23119.663370813563,3936,2026-01-15 11:15:41 IST,434,TradingView (REAL-TIME),1393,2s
BANKNIFTY,28105.11141120916,28170.73253930026,28104.28128000645,28163.590578067553,4092,2026-01-15 11:15:41 IST,370,TradingView (REAL-TIME),1394,2s
NIFTY,23119.663370813563,23123.070505952815,23087.4129407223,23094.71883555045,7605,2026-01-15 11:15:43 IST,454,TradingView (REAL-TIME),1395,2s
BANKNIFTY,28163.590578067553,28175.75334048998,28160.43533287104,28167.58814798096,9346,2026-01-15 11:15:43 IST,371,TradingView (REAL-TIME),1396,2s
NIFTY,23094.71883555045,23148.87688489762,23086.24956675359,23145.077588690747,3120,2026-01-15 11:15:45 IST,289,TradingView (REAL-TIME),1397,2s
BANKNIFTY,28167.58814798096,28170.64173156474,28085.1751245357,28086.064192307087,4243,2026-01-15 11:15:45 IST,339,TradingView (REAL-TIME),1398,2s
NIFTY,23145.077588690747,23151.269257037886,23126.070466828853,23126.204184536702,4474,2026-01-15 11:15:47 IST,245,TradingView (REAL-TIME),1399,2s
BANKNIFTY,28086.064192307087,28086.828700206905,28051.398585625844,28052.68408282969,5534,2026-01-15 11:15:47 IST,278,TradingView (REAL-TIME),1400,2s
NIFTY,23126.204184536702,23146.04420738984,23119.31332736747,23142.209584768618,6433,2026-01-15 11:15:49 IST,321,TradingView (REAL-TIME),1401,2s
BANKNIFTY,28052.68408282969,28054.44841110892,28038.416049148116,28040.062820411596,8079,2026-01-15 11:15:49 IST,129,TradingView (REAL-TIME),1402,2s
NIFTY,23142.209584768618,23147.50967621917,23110.655231859793,23115.069527331354,2667,2026-01-15 11:15:51 IST,347,TradingView (REAL-TIME),1403,2s
BANKNIFTY,28040.062820411596,28042.612525135646,27987.94938259611,27988.13417152256,6625,2026-01-15 11:15:51 IST,363,TradingView (REAL-TIME),1404,2s
NIFTY,23115.069527331354,23116.023438165743,23043.30105832111,23046.591970988127,7959,2026-01-15 11:15:53 IST,232,TradingView (REAL-TIME),1405,2s
BANKNIFTY,27988.13417152256,27995.69705225732,27953.703282359606,27957.237986176762,4076,2026-01-15 11:15:54 IST,160,TradingView (REAL-TIME),1406,2s
NIFTY,23046.591970988127,23092.614650620235,23040.238236288347,23092.077591130263,5918,2026-01-15 11:15:56 IST,326,TradingView (REAL-TIME),1407,2s
BANKNIFTY,27957.237986176762,27966.87086471757,27941.831518717067,27947.842211642845,1145,2026-01-15 11:15:56 IST,138,TradingView (REAL-TIME),1408,2s
NIFTY,23092.077591130263,23158.337025858036,23086.069542399055,23151.19010155133,7857,2026-01-15 11:15:58 IST,70,TradingView (REAL-TIME),1409,2s
BANKNIFTY,27947.842211642845,27997.84722911608,27944.506092321306,27989.87806041447,3925,2026-01-15 11:15:58 IST,134,TradingView (REAL-TIME),1410,2s
NIFTY,23151.19010155133,23160.925846975882,23148.49291672214,23159.298114722344,5126,2026-01-15 11:16:00 IST,112,TradingView (REAL-TIME),1411,2s
BANKNIFTY,27989.87806041447,27991.0534904154,27929.924692128498,27936.2640865214,1556,2026-01-15 11:16:00 IST,16,TradingView (REAL-TIME),1412,2s
NIFTY,23159.298114722344,23211.41606302527,23158.386771623722,23201.969372324478,1417,2026-01-15 11:16:02 IST,320,TradingView (REAL-TIME),1413,2s
BANKNIFTY,27936.2640865214,27950.20248884803,27934.761758818873,27949.983259945602,8906,2026-01-15 11:16:02 IST,394,TradingView (REAL-TIME),1414,2s
NIFTY,23201.969372324478,23207.997980327862,23142.294818657363,23151.30831019378,6548,2026-01-15 11:16:04 IST,433,TradingView (REAL-TIME),1415,2s
BANKNIFTY,27949.983259945602,27989.14882322418,27946.486852266393,27979.748885128836,5297,2026-01-15 11:16:04 IST,479,TradingView (REAL-TIME),1416,2s
NIFTY,23151.30831019378,23225.316719848528,23148.706768989152,23217.84955379101,7988,2026-01-15 11:16:06 IST,431,TradingView (REAL-TIME),1417,2s
BANKNIFTY,27979.748885128836,28033.930227993656,27978.78453166913,28026.77924847063,7098,2026-01-15 11:16:06 IST,376,TradingView (REAL-TIME),1418,2s
NIFTY,23217.84955379101,23253.102525177055,23216.150384480632,23245.57408818288,1740,2026-01-15 11:16:08 IST,241,TradingView (REAL-TIME),1419,2s
BANKNIFTY,28026.77924847063,28030.63495179487,27996.329727166678,27996.57452833002,6419,2026-01-15 11:16:08 IST,34,TradingView (REAL-TIME),1420,2s
NIFTY,23245.57408818288,23274.433863203263,23236.655019755377,23274.350384044075,4805,2026-01-15 11:16:10 IST,368,TradingView (REAL-TIME),1421,2s
BANKNIFTY,27996.57452833002,28032.439191005396,27992.996075320414,28027.007363569548,7753,2026-01-15 11:16:10 IST,397,TradingView (REAL-TIME),1422,2s
NIFTY,23274.350384044075,23306.792745288763,23267.45652641529,23298.437480176868,7725,2026-01-15 11:16:12 IST,332,TradingView (REAL-TIME),1423,2s
BANKNIFTY,28027.007363569548,28034.64177708907,27990.14962353323,27992.610504558288,9484,2026-01-15 11:16:12 IST,279,TradingView (REAL-TIME),1424,2s
NIFTY,23298.437480176868,23305.12519362655,23282.42853221587,23290.724464280207,7490,2026-01-15 11:16:14 IST,399,TradingView (REAL-TIME),1425,2s
BANKNIFTY,27992.610504558288,28032.06407241643,27990.040845069307,28031.967000586817,7290,2026-01-15 11:16:14 IST,58,TradingView (REAL-TIME),1426,2s
NIFTY,23290.724464280207,23304.375286453327,23284.76979477058,23296.743535115776,4268,2026-01-15 11:16:16 IST,384,TradingView (REAL-TIME),1427,2s
BANKNIFTY,28031.967000586817,28081.864795884343,28029.787450574368,28077.133966127163,9432,2026-01-15 11:16:16 IST,264,TradingView (REAL-TIME),1428,2s
NIFTY,23296.743535115776,23297.573409640703,23265.054580551696,23269.60059575048,5710,2026-01-15 11:16:18 IST,94,TradingView (REAL-TIME),1429,2s
BANKNIFTY,28077.133966127163,28079.04422523202,28067.105348868914,28074.75289303675,6411,2026-01-15 11:16:19 IST,309,TradingView (REAL-TIME),1430,2s
NIFTY,23269.60059575048,23277.41751267836,23255.727440681672,23264.22515479956,1331,2026-01-15 11:16:21 IST,304,TradingView (REAL-TIME),1431,2s
BANKNIFTY,28074.75289303675,28084.54110763522,28028.231471668943,28031.284951761598,6251,2026-01-15 11:16:21 IST,380,TradingView (REAL-TIME),1432,2s
NIFTY,23264.22515479956,23264.24525908265,23222.95526559374,23226.206839977312,8064,2026-01-15 11:16:23 IST,177,TradingView (REAL-TIME),1433,2s
BANKNIFTY,28031.284951761598,28039.149343371922,27994.400379690498,28000.08404493198,1636,2026-01-15 11:16:23 IST,119,TradingView (REAL-TIME),1434,2s
NIFTY,23226.206839977312,23265.49067613606,23219.758610067252,23260.574066091114,5411,2026-01-15 11:16:25 IST,94,TradingView (REAL-TIME),1435,2s
BANKNIFTY,28000.08404493198,28062.286759415467,27996.61471690716,28057.16854492548,9260,2026-01-15 11:16:25 IST,375,TradingView (REAL-TIME),1436,2s
NIFTY,23260.574066091114,23333.97657321827,23251.09657229508,23325.951185050133,1309,2026-01-15 11:16:27 IST,101,TradingView (REAL-TIME),1437,2s
BANKNIFTY,28057.16854492548,28062.303048601432,27995.79234535729,28000.024136593416,4214,2026-01-15 11:16:27 IST,214,TradingView (REAL-TIME),1438,2s
NIFTY,23325.951185050133,23335.43340654985,23273.2140487865,23273.93417516382,1752,2026-01-15 11:16:29 IST,414,TradingView (REAL-TIME),1439,2s
BANKNIFTY,28000.024136593416,28045.512696347676,27996.305819882986,28044.25930415531,3016,2026-01-15 11:16:29 IST,471,TradingView (REAL-TIME),1440,2s
NIFTY,23273.93417516382,23276.458219874818,23217.574241079023,23221.756522537322,7803,2026-01-15 11:16:31 IST,162,TradingView (REAL-TIME),1441,2s
BANKNIFTY,28044.25930415531,28125.248064432442,28035.882386601468,28123.660866745864,8853,2026-01-15 11:16:31 IST,213,TradingView (REAL-TIME),1442,2s
NIFTY,23221.756522537322,23230.590253257375,23173.115347628205,23179.223613103495,2766,2026-01-15 11:16:33 IST,302,TradingView (REAL-TIME),1443,2s
BANKNIFTY,28123.660866745864,28178.148969349273,28114.25203954691,28170.012720303435,6884,2026-01-15 11:16:33 IST,452,TradingView (REAL-TIME),1444,2s
NIFTY,23179.223613103495,23183.567279276504,23137.023925175497,23146.464684028924,3226,2026-01-15 11:16:35 IST,351,TradingView (REAL-TIME),1445,2s
BANKNIFTY,28170.012720303435,28193.522366776535,28166.184815902736,28192.582489622153,9473,2026-01-15 11:16:35 IST,230,TradingView (REAL-TIME),1446,2s
NIFTY,23146.464684028924,23154.472185087292,23113.45861774652,23120.75679095556,1893,2026-01-15 11:16:37 IST,93,TradingView (REAL-TIME),1447,2s
BANKNIFTY,28192.582489622153,28192.7205604571,28124.192258618008,28127.181401775943,5686,2026-01-15 11:16:37 IST,453,TradingView (REAL-TIME),1448,2s
NIFTY,23120.75679095556,23135.875193392785,23112.288280156372,23127.52219348903,6660,2026-01-15 11:16:39 IST,384,TradingView (REAL-TIME),1449,2s
BANKNIFTY,28127.181401775943,28175.485018028634,28118.295882705665,28167.389026400975,1340,2026-01-15 11:16:39 IST,498,TradingView (REAL-TIME),1450,2s
NIFTY,23127.52219348903,23128.749490440794,23079.265151093186,23083.728257973427,8330,2026-01-15 11:16:41 IST,85,TradingView (REAL-TIME),1451,2s
BANKNIFTY,28167.389026400975,28196.6803414532,28165.25911751579,28189.103628749956,5745,2026-01-15 11:16:41 IST,495,TradingView (REAL-TIME),1452,2s
NIFTY,23083.728257973427,23134.969670390696,23076.558546181386,23125.86546060064,2732,2026-01-15 11:16:43 IST,59,TradingView (REAL-TIME),1453,2s
BANKNIFTY,28189.103628749956,28193.952210147007,28160.573072454827,28162.450424136146,3375,2026-01-15 11:16:43 IST,485,TradingView (REAL-TIME),1454,2s
NIFTY,23125.86546060064,23130.47125713005,23104.937486815496,23110.71347529421,3422,2026-01-15 11:16:45 IST,21,TradingView (REAL-TIME),1455,2s
BANKNIFTY,28162.450424136146,28176.77024590775,28153.0825252782,28170.883357430004,7222,2026-01-15 11:16:45 IST,382,TradingView (REAL-TIME),1456,2s
NIFTY,23110.71347529421,23137.803741538828,23108.788693816266,23136.451843173705,3257,2026-01-15 11:16:47 IST,344,TradingView (REAL-TIME),1457,2s
BANKNIFTY,28170.883357430004,28179.543167338208,28163.85196950533,28168.506947122623,2416,2026-01-15 11:16:47 IST,214,TradingView (REAL-TIME),1458,2s
NIFTY,23136.451843173705,23136.817444596785,23131.399947022448,23131.754993737344,1403,2026-01-15 11:16:49 IST,356,TradingView (REAL-TIME),1459,2s
BANKNIFTY,28168.506947122623,28173.117630539215,28143.303208128378,28146.774597431384,6865,2026-01-15 11:16:49 IST,377,TradingView (REAL-TIME),1460,2s
NIFTY,23131.754993737344,23146.404236697403,23129.201913710283,23137.81995839482,8491,2026-01-15 11:16:51 IST,223,TradingView (REAL-TIME),1461,2s
BANKNIFTY,28146.774597431384,28197.49689362594,28137.502607730083,28197.21434453997,7922,2026-01-15 11:16:51 IST,70,TradingView (REAL-TIME),1462,2s
NIFTY,23137.81995839482,23137.906455651577,23099.853143363838,23104.245152809097,3056,2026-01-15 11:16:54 IST,49,TradingView (REAL-TIME),1463,2s
BANKNIFTY,28197.21434453997,28213.091462366305,28190.37650381768,28209.142762388346,1867,2026-01-15 11:16:54 IST,435,TradingView (REAL-TIME),1464,2s
NIFTY,23104.245152809097,23138.023326789582,23101.48370110211,23135.3475819144,8958,2026-01-15 11:16:56 IST,100,TradingView (REAL-TIME),1465,2s
BANKNIFTY,28209.142762388346,28213.866900498975,28168.063118886854,28176.46289959303,1277,2026-01-15 11:16:56 IST,110,TradingView (REAL-TIME),1466,2s
NIFTY,23135.3475819144,23136.98234865769,23063.575018081803,23068.650458151504,3535,2026-01-15 11:16:58 IST,307,TradingView (REAL-TIME),1467,2s
BANKNIFTY,28176.46289959303,28226.833686697384,28172.38506339252,28226.347031467863,4109,2026-01-15 11:16:58 IST,486,TradingView (REAL-TIME),1468,2s
NIFTY,23068.650458151504,23076.608047801124,23067.231503917785,23068.857126169212,2844,2026-01-15 11:17:00 IST,362,TradingView (REAL-TIME),1469,2s
BANKNIFTY,28226.347031467863,28235.74561223475,28205.649026054645,28214.85400589509,7160,2026-01-15 11:17:00 IST,273,TradingView (REAL-TIME),1470,2s
NIFTY,23068.857126169212,23078.64297590533,23056.27942904293,23065.954607202424,6848,2026-01-15 11:17:02 IST,346,TradingView (REAL-TIME),1471,2s
BANKNIFTY,28214.85400589509,28280.7048572696,28210.98139982361,28278.338695701,4952,2026-01-15 11:17:02 IST,244,TradingView (REAL-TIME),1472,2s
NIFTY,23065.954607202424,23140.130868325912,23060.033149785395,23133.355896550664,2221,2026-01-15 11:17:04 IST,436,TradingView (REAL-TIME),1473,2s
BANKNIFTY,28278.338695701,28286.451077826812,28266.025225736113,28269.847902004585,4959,2026-01-15 11:17:04 IST,84,TradingView (REAL-TIME),1474,2s
NIFTY,23133.355896550664,23141.571492596246,23081.61420646022,23082.86451010527,8364,2026-01-15 11:17:06 IST,296,TradingView (REAL-TIME),1475,2s
BANKNIFTY,28269.847902004585,28321.715409314445,28264.762747607845,28320.474285797758,4457,2026-01-15 11:17:06 IST,448,TradingView (REAL-TIME),1476,2s
NIFTY,23082.86451010527,23088.78076753396,23070.37967603254,23071.14338938365,1950,2026-01-15 11:17:08 IST,272,TradingView (REAL-TIME),1477,2s
BANKNIFTY,28320.474285797758,28328.859202547126,28301.822381864622,28304.575557068736,5472,2026-01-15 11:17:08 IST,374,TradingView (REAL-TIME),1478,2s
NIFTY,23071.14338938365,23145.354188454912,23070.09421955502,23135.76069629983,1325,2026-01-15 11:17:10 IST,13,TradingView (REAL-TIME),1479,2s
BANKNIFTY,28304.575557068736,28306.717282826736,28277.652175214396,28287.21816681319,3828,2026-01-15 11:17:10 IST,324,TradingView (REAL-TIME),1480,2s
NIFTY,23135.76069629983,23141.37623468585,23125.40494060138,23129.024221598338,6235,2026-01-15 11:17:12 IST,337,TradingView (REAL-TIME),1481,2s
BANKNIFTY,28287.21816681319,28294.86488249268,28246.497981699064,28247.256897211308,7981,2026-01-15 11:17:12 IST,314,TradingView (REAL-TIME),1482,2s
NIFTY,23129.024221598338,23145.200363513108,23125.86487742508,23139.275087290545,4439,2026-01-15 11:17:14 IST,347,TradingView (REAL-TIME),1483,2s
BANKNIFTY,28247.256897211308,28280.72053654766,28247.089094189072,28274.580065833416,3879,2026-01-15 11:17:14 IST,122,TradingView (REAL-TIME),1484,2s
NIFTY,23139.275087290545,23190.88315218005,23135.724343330632,23181.189570285318,2651,2026-01-15 11:17:16 IST,299,TradingView (REAL-TIME),1485,2s
BANKNIFTY,28274.580065833416,28287.655907757395,28272.231237406497,28282.3841690544,9105,2026-01-15 11:17:17 IST,165,TradingView (REAL-TIME),1486,2s
NIFTY,23181.189570285318,23214.27616249114,23179.734169861615,23205.97996702848,3251,2026-01-15 11:17:19 IST,431,TradingView (REAL-TIME),1487,2s
BANKNIFTY,28282.3841690544,28343.08316967042,28274.33802672596,28338.330488813477,7148,2026-01-15 11:17:19 IST,367,TradingView (REAL-TIME),1488,2s
NIFTY,23205.97996702848,23268.225838078466,23203.94710015128,23261.738657295602,7060,2026-01-15 11:17:21 IST,136,TradingView (REAL-TIME),1489,2s
BANKNIFTY,28338.330488813477,28340.688252231816,28267.617548541148,28270.134152847775,2996,2026-01-15 11:17:21 IST,358,TradingView (REAL-TIME),1490,2s
NIFTY,23261.738657295602,23292.65427579702,23254.74128444993,23288.362378071834,9046,2026-01-15 11:17:23 IST,319,TradingView (REAL-TIME),1491,2s
BANKNIFTY,28270.134152847775,28336.116495104292,28267.214001409913,28327.78059423658,1674,2026-01-15 11:17:23 IST,340,TradingView (REAL-TIME),1492,2s
NIFTY,23288.362378071834,23288.71151625769,23277.09247525052,23283.309473233403,7434,2026-01-15 11:17:25 IST,234,TradingView (REAL-TIME),1493,2s
BANKNIFTY,28327.78059423658,28334.164129487275,28285.93275013497,28291.437407500336,7829,2026-01-15 11:17:25 IST,449,TradingView (REAL-TIME),1494,2s
NIFTY,23283.309473233403,23344.83597567858,23282.55559722819,23337.505032245113,3297,2026-01-15 11:17:27 IST,394,TradingView (REAL-TIME),1495,2s
BANKNIFTY,28291.437407500336,28368.65210334023,28290.930584181617,28368.499854954505,3994,2026-01-15 11:17:27 IST,258,TradingView (REAL-TIME),1496,2s
NIFTY,23337.505032245113,23341.92814535966,23328.556414406106,23336.351600871665,2604,2026-01-15 11:17:29 IST,348,TradingView (REAL-TIME),1497,2s
BANKNIFTY,28368.499854954505,28399.44423393056,28359.88682957239,28395.124100701625,6525,2026-01-15 11:17:29 IST,415,TradingView (REAL-TIME),1498,2s
NIFTY,23336.351600871665,23412.404128009566,23335.586074284452,23403.527873815714,4230,2026-01-15 11:17:31 IST,360,TradingView (REAL-TIME),1499,2s
BANKNIFTY,28395.124100701625,28458.909679887354,28389.178439013238,28452.64750521164,1169,2026-01-15 11:17:31 IST,158,TradingView (REAL-TIME),1500,2s
NIFTY,23403.527873815714,23411.64945825066,23341.59233215265,23349.38615510016,7218,2026-01-15 11:17:33 IST,53,TradingView (REAL-TIME),1501,2s
BANKNIFTY,28452.64750521164,28499.9770408026,28446.61696274824,28497.888907570014,7356,2026-01-15 11:17:33 IST,466,TradingView (REAL-TIME),1502,2s
NIFTY,23349.38615510016,23352.335570501786,23345.75368985153,23346.997941979374,1751,2026-01-15 11:17:35 IST,499,TradingView (REAL-TIME),1503,2s
BANKNIFTY,28497.888907570014,28504.766265455928,28486.273496856862,28488.370952343146,8622,2026-01-15 11:17:35 IST,10,TradingView (REAL-TIME),1504,2s
NIFTY,23346.997941979374,23352.100832175496,23338.540570169687,23348.81991508834,3495,2026-01-15 11:17:37 IST,190,TradingView (REAL-TIME),1505,2s
BANKNIFTY,28488.370952343146,28529.42671673947,28483.93945633924,28528.307969466412,9429,2026-01-15 11:17:37 IST,27,TradingView (REAL-TIME),1506,2s
NIFTY,23348.81991508834,23422.31613644288,23347.470299216864,23417.29944907268,8627,2026-01-15 11:17:39 IST,432,TradingView (REAL-TIME),1507,2s
BANKNIFTY,28528.307969466412,28559.18370326888,28525.23638141675,28550.057048160998,3631,2026-01-15 11:17:40 IST,155,TradingView (REAL-TIME),1508,2s
NIFTY,23417.29944907268,23488.65462426952,23415.20720770823,23482.127799095335,6308,2026-01-15 11:17:42 IST,63,TradingView (REAL-TIME),1509,2s
BANKNIFTY,28550.057048160998,28584.06280234203,28542.23566898875,28582.67307540045,7981,2026-01-15 11:17:42 IST,363,TradingView (REAL-TIME),1510,2s
NIFTY,23482.127799095335,23498.615303620518,23473.7715208888,23496.719668836773,5481,2026-01-15 11:17:44 IST,139,TradingView (REAL-TIME),1511,2s
BANKNIFTY,28582.67307540045,28583.13900084482,28519.81865222827,28523.673118518753,9557,2026-01-15 11:17:44 IST,160,TradingView (REAL-TIME),1512,2s
NIFTY,23496.719668836773,23499.57349685568,23451.688643624944,23456.962488931054,1072,2026-01-15 11:17:46 IST,229,TradingView (REAL-TIME),1513,2s
BANKNIFTY,28523.673118518753,28591.213963122093,28522.88547385135,28590.43720134546,5183,2026-01-15 11:17:46 IST,445,TradingView (REAL-TIME),1514,2s
NIFTY,23456.962488931054,23458.608054729837,23412.370809734628,23421.215768872145,7372,2026-01-15 11:17:48 IST,205,TradingView (REAL-TIME),1515,2s
BANKNIFTY,28590.43720134546,28598.249977459775,28525.022649028557,28534.686626382332,7942,2026-01-15 11:17:48 IST,48,TradingView (REAL-TIME),1516,2s
NIFTY,23421.215768872145,23422.68238569441,23417.598367695657,23422.452819254802,9887,2026-01-15 11:17:50 IST,311,TradingView (REAL-TIME),1517,2s
BANKNIFTY,28534.686626382332,28537.769814470954,28503.12217503295,28510.027695238754,6065,2026-01-15 11:17:50 IST,418,TradingView (REAL-TIME),1518,2s
NIFTY,23422.452819254802,23474.67854805969,23416.879151661855,23472.313871949216,7829,2026-01-15 11:17:52 IST,294,TradingView (REAL-TIME),1519,2s
BANKNIFTY,28510.027695238754,28551.324390350757,28502.64697041961,28543.580066961957,4346,2026-01-15 11:17:52 IST,42,TradingView (REAL-TIME),1520,2s
NIFTY,23472.313871949216,23477.401928755295,23410.227445018452,23419.912653096,3185,2026-01-15 11:17:54 IST,493,TradingView (REAL-TIME),1521,2s
